disease,symptom
急性出血性坏死性小,恶心与呕吐
肠易激综合征,肚脐疼
肠易激综合征,排便障碍
肠易激综合征,粪便排出过程异常
肠易激综合征,黏液便
肠易激综合征,腹痛
肠套叠,排便障碍
肠套叠,肠套叠
肠套叠,腹痛
肠套叠,便血
肠套叠,恶心与呕吐
尺桡骨干骨折,脊柱和四肢畸形
尺桡骨干骨折,关节疼痛
尺桡骨干骨折,蝶形骨折
带状疱疹,阴部皮肤潮红
带状疱疹,泡样水肿
带状疱疹,脸部疼痛
带状疱疹,剧痒
带状疱疹,反复发作的带状疱疹
新生儿窒息,出生后即有持续青紫
新生儿窒息,新生儿低体温
新生儿窒息,脐带绕颈
新生儿窒息,胎粪污染
新生儿窒息,吸入综合征
流行性出血热,面部浮肿
流行性出血热,阳虚体质
流行性出血热,新生儿蛋白尿
流行性出血热,尿隐血
流行性出血热,咯血伴有皮肤粘膜出血
胫骨远端爆裂骨折,关节疼痛
肠毛滴虫病,腹痛
肠毛滴虫病,便秘
肠毛滴虫病,恶心与呕吐
肠毛滴虫病,腹泻
肠毛滴虫病,发热
小袋纤毛虫病,腹痛
小袋纤毛虫病,便血
小袋纤毛虫病,腹泻
小袋纤毛虫病,发热
集聚肠杆菌感染,细菌感染
集聚肠杆菌感染,真菌感染
集聚肠杆菌感染,伤口感染
集聚肠杆菌感染,痰黏稠或脓性可有腥臭味
集聚肠杆菌感染,淋巴液流出
肠道革兰阴性杆菌脑,言语功能的部分丧失
肠道革兰阴性杆菌脑,神经伤
肠道革兰阴性杆菌脑,前囟饱满
肠道革兰阴性杆菌脑,呼吸不规则
肠道革兰阴性杆菌脑,无运动或感觉障碍的运用不能
肠出血性大肠埃希杆,淋巴液流出
肠出血性大肠埃希杆,革兰阴性杆菌感染
肠出血性大肠埃希杆,肠管出血
肠出血性大肠埃希杆,水泻伴低血钾
肠出血性大肠埃希杆,稀便
肠病原性大肠埃希杆,淋巴液流出
肠病原性大肠埃希杆,革兰阴性杆菌感染
肠病原性大肠埃希杆,大肠黑变
肠病原性大肠埃希杆,水泻伴低血钾
肠病原性大肠埃希杆,稀便
肠毒性大肠埃希杆菌,讷吃
肠毒性大肠埃希杆菌,腹痛
肠毒性大肠埃希杆菌,胃肠气胀
肠毒性大肠埃希杆菌,腹泻
肠毒性大肠埃希杆菌,发热
格斯特曼综合征,痴呆
格斯特曼综合征,感觉障碍
格斯特曼综合征,步态异常
格斯特曼综合征,共济失调
格斯特曼综合征,神经痛
肠道病毒71型感染,腹痛
肠道病毒71型感染,恶心与呕吐
肠道病毒71型感染,腹泻
肠道病毒71型感染,瘫痪
肠道病毒71型感染,休克
黏多糖贮积症Ⅰ型,串珠肋
黏多糖贮积症Ⅰ型,溶酶体酶缺陷
黏多糖贮积症Ⅰ型,惊厥
黏多糖贮积症Ⅰ型,痴呆
黏多糖贮积症Ⅰ型,脾肿大
创伤性关节炎,炎性损害
创伤性关节炎,非对称性关节痛
创伤性关节炎,关节肿胀
创伤性关节炎,关节酸痛
创伤性关节炎,滑膜发炎
反射性交感神经营养,神经疼痛
反射性交感神经营养,生理性萎缩
反射性交感神经营养,小书写症
反射性交感神经营养,霍纳综合征
反射性交感神经营养,反射弧中断
肠道短路关节炎皮炎,关节液渗出
肠道短路关节炎皮炎,肠道血管畸形
肠道短路关节炎皮炎,肠道功能紊乱
肠道短路关节炎皮炎,非对称性关节痛
肠道短路关节炎皮炎,肢端接连出现苍白、发组和潮红反应
肠道感染后反应性关,关节疼痛
肠道感染后反应性关,色素异常
肠道感染后反应性关,丘疹
肠道感染后反应性关,斑疹
肠道感染后反应性关,发热
溃疡性结肠炎性关节,关节液渗出
溃疡性结肠炎性关节,肠穿孔
溃疡性结肠炎性关节,反射性呕吐
溃疡性结肠炎性关节,粪便脓血
溃疡性结肠炎性关节,粪便黑色并带有血液
成人斯蒂尔病,丘疹
成人斯蒂尔病,斑疹
成人斯蒂尔病,发热
成人斯蒂尔病,淋巴结肿大
成人斯蒂尔病,关节疼痛
皮肤黏膜淋巴结综合,淋巴结疼痛
皮肤黏膜淋巴结综合,急性非化脓性一过性颈淋巴结肿胀
皮肤黏膜淋巴结综合,透明血管型
皮肤黏膜淋巴结综合,淋巴结退化
皮肤黏膜淋巴结综合,局部淋巴结肿大
烟酸缺乏,眩晕
烟酸缺乏,咽炎、舌炎、龈炎
烟酸缺乏,维生素B族缺乏
烟酸缺乏,营养性皮肤改变
持续性枕后位难产,产力异常
持续性枕后位难产,产道血肿
持续性枕后位难产,子宫痉挛性狭窄环
持续性枕后位难产,胎位不正
持续性枕后位难产,均小型狭窄
产力异常性难产,腰背痛
产力异常性难产,腹痛
产力异常性难产,流产
产力异常性难产,阵发性子宫收缩
产力异常性难产,发育性骨盆异常
产科休克,有效血容量减少
产科休克,脉搏细弱甚至不能清楚触及
产科休克,口唇和甲床略带青紫
产科休克,低颅压综合征
产科休克,高钠血症
产科播散性血管内凝,贫血
产科播散性血管内凝,休克
产科播散性血管内凝,血管内凝血
产科播散性血管内凝,注射针眼和手术切口出血
围生期心肌病,抗Jo-1抗体阳性
围生期心肌病,围产期心肌
围生期心肌病,心音异常
围生期心肌病,心脏杂音
围生期心肌病,疲劳
腹股沟肉芽肿,发热
腹股沟肉芽肿,囊肿
腹股沟肉芽肿,溃疡
腹股沟肉芽肿,结节
腹股沟肉芽肿,脓疱
呃逆症,胸膈间烧灼嘈杂感
呃逆症,嗳气 
呃逆症,伏脉
呃逆症,婴儿痉挛症
呃逆症,呕吐
多种抽动综合征,阵发性或强直性惊厥
多种抽动综合征,注意力缺乏多动症
多种抽动综合征,喜讲秽语
多种抽动综合征,行为及情绪异常
多种抽动综合征,腹壁不自主轴动
多形性日光疹,发热伴有皮疹
多形性日光疹,伏脉
多形性日光疹,日光照射引起皮肤过敏
多形性日光疹,剧痒
多形性日光疹,溃疡
多形红斑,溃疡
多形红斑,口腔痛
多形红斑,咽痛
多形红斑,水肿
多形红斑,血痂
多胎,子宫增大明显（子宫增大超过胎龄）
多胎,生理性肥胖
多胎,胎儿水肿
多胎,妊娠反应
多胎,滑脉
多发性消化道息肉综,腹痛
多发性消化道息肉综,恶心与呕吐
多发性消化道息肉综,息肉
多发性消化道息肉综,皮肤粘膜色素斑
多发性消化道息肉综,消化道狭窄
多发性软骨瘤,骨皮质变薄
多发性软骨瘤,骨的偏心性肿胀
多发性软骨瘤,骨骼表面向外突出
多发性软骨瘤,骨转移
多发性软骨瘤,儿童骨缺损
多发性末梢神经炎,多发性神经炎
多发性末梢神经炎,革脉
多发性末梢神经炎,实火
多发性末梢神经炎,位置觉、震动觉减退
多发性末梢神经炎,股前外侧麻木、蚁行感
多发性颅内血肿,前额头痛
多发性颅内血肿,内脏出血
多发性颅内血肿,头胀
多发性颅内血肿,脑功能不全
多发性颅内血肿,呼吸反射调节受损
多发性骨骺发育异常,手变短
多发性骨骺发育异常,关节疼痛
多发性骨骺发育异常,身痛
多发性骨骺发育异常,骨骼表面向外突出
短颈畸形,颈椎变形
短颈畸形,颈短
短颈畸形,颈部酸痛
短颈畸形,颅面骨畸形
短颈畸形,运动后全身酸痛
冻僵,呼吸异常
冻僵,无脉症
冻僵,昏迷
冻僵,紫绀
冻僵,休克
动脉硬化性闭塞症,老年人高粘血症
动脉硬化性闭塞症,高血脂性血管损害
动脉硬化性闭塞症,血液粘滞度增高
动脉硬化性闭塞症,血液改变
动脉硬化性闭塞症,血流动力学障碍
动脉瘤样骨囊肿,身痛
动脉瘤样骨囊肿,发热
动脉瘤样骨囊肿,骨骼表面向外突出
动脉瘤样骨囊肿,囊肿样改变
动脉瘤样骨囊肿,骨囊肿
顶叶肿瘤,感觉障碍
顶叶肿瘤,瘫痪
顶叶肿瘤,偏侧不注意
顶叶肿瘤,消瘦严重者呈”皮包骨头”样
顶叶肿瘤,气滞血瘀
丁型病毒性肝炎,基因融合
丁型病毒性肝炎,外斐氏试验阴性
丁型病毒性肝炎,大块肝细胞坏死
丁型病毒性肝炎,单项ALT升高
丁型病毒性肝炎,溴磺酞排泄延迟
蝶窦恶性肿瘤,心脏转移
蝶窦恶性肿瘤,心包转移
蝶窦恶性肿瘤,重度痛
蝶窦恶性肿瘤,神经痛
蝶窦恶性肿瘤,头痛
点状骨骺发育异常,病理性钙化
点状骨骺发育异常,钙沉积
点状骨骺发育异常,腹壁广泛性钙质沉着
点状骨骺发育异常,钙化影
点状骨骺发育异常,中心性钙化
癫痫伴发的精神障碍,阵挛-强直型
癫痫伴发的精神障碍,阵发性痴笑
癫痫伴发的精神障碍,灾难反应
癫痫伴发的精神障碍,思维解体
癫痫伴发的精神障碍,戒断性痫性发作
第五日综合征,发热
第五日综合征,腹痛
第五日综合征,便血
第五日综合征,腹泻与便秘交替
第五日综合征,腹泻
第四脑室肿瘤,持续性头晕
第四脑室肿瘤,发作性眩晕
第四脑室肿瘤,定位体征
第四脑室肿瘤,实脉
第四脑室肿瘤,颅神经损害
第三腰椎横突综合征,腰椎间盘突出
第三腰椎横突综合征,身痛
第三腰椎横突综合征,慢性腰痛伴下肢麻痛
第三腰椎横突综合征,腰背的持续隐痛
第三腰椎横突综合征,间歇性跛行
地图舌,舌痛
地图舌,舌炎
地图舌,痛性红舌
地图舌,舌体深裂
地图舌,镜面舌
骶髂关节扭伤,骶髂部剧烈疼痛
骶髂关节扭伤,关节疼痛
骶髂关节扭伤,身痛
骶髂关节扭伤,发热
骶髂关节扭伤,习惯性脱臼
滴虫性外阴炎,会阴痒
滴虫性外阴炎,婴幼儿外阴疼痛
滴虫性外阴炎,瘙痒
滴虫性外阴炎,白带
滴虫性外阴炎,尿频伴尿急和尿痛
低眼压性青光眼,视野缩小
低眼压性青光眼,眼球不能随意动
低眼压性青光眼,疲劳
低眼压性青光眼,眼痛
低眼压性青光眼,眼球内陷
低渗性脱水,细胞外液渗透压增高
低渗性脱水,脑细胞脱水
低渗性脱水,舌质红绛
低渗性脱水,细胞外液减少
低渗性脱水,眼球内陷
等渗性脱水,静脉萎陷
等渗性脱水,血液呈现浓缩
等渗性脱水,脱水
等渗性脱水,感觉障碍
等渗性脱水,昏迷
登革热,局部灼热
登革热,外斐氏试验阴性
登革热,脸红
登革热,长脉
登革热,肝功检查胆红素及转氨酶常增高
胆汁返流性胃炎,饭后口淡
胆汁返流性胃炎,口酸
胆汁返流性胃炎,面色腊黄
胆汁返流性胃炎,晕动症
胆汁返流性胃炎,弦脉
胆石性肠绞塞综合征,腹痛
胆石性肠绞塞综合征,恶心与呕吐
胆石性肠绞塞综合征,发热伴寒战
胆石性肠绞塞综合征,血清碱性磷酸酶活性增高
胆石性肠绞塞综合征,肠管变形
胆囊腺肌增生病,不典型增生
胆囊腺肌增生病,回声阴影
胆囊腺肌增生病,胆囊壁变薄
胆囊腺肌增生病,胆囊的超敏反应
胆囊腺肌增生病,血清碱性磷酸酶活性增高
胆囊切除术后综合征,对多脂饮食不能耐受
胆囊切除术后综合征,胃肠气胀
胆囊切除术后综合征,恶心与呕吐
胆囊切除术后综合征,食欲异常
胆囊切除术后综合征,术后腹胀
胆结石,胆囊壁变薄
胆结石,小儿右上腹阵发性绞痛
胆结石,剧烈疼痛
胆结石,胆囊体积缩小
胆结石,胆囊增大
胆囊-结肠肝曲粘连,腹痛
胆囊-结肠肝曲粘连,恶心与呕吐
胆囊-结肠肝曲粘连,食欲异常
胆囊-结肠肝曲粘连,血清碱性磷酸酶活性增高
胆囊-结肠肝曲粘连,括约肌功能障碍
胆囊管综合征,胆囊壁变薄
胆囊管综合征,胆囊收缩功能不良
胆囊管综合征,胆囊增大
胆囊管综合征,胆囊的超敏反应
胆囊管综合征,胆囊壁纤维化
胆管良性狭窄,转氨酶增高
胆管良性狭窄,血清碱性磷酸酶活性增高
胆管良性狭窄,黄疸
胆管良性狭窄,腹痛
胆管良性狭窄,发热
胆管扩张症,腹部肿块
胆管扩张症,腹痛
胆管扩张症,血清碱性磷酸酶活性增高
胆管扩张症,胆管断裂
胆管结石与胆管炎,转氨酶增高
胆管结石与胆管炎,消化道内毛石或毛粪石形成
胆管结石与胆管炎,胆结石
胆管结石与胆管炎,突发性绞痛
胆管结石与胆管炎,突发性疼痛
胆管癌,单纯性上半身消瘦型
胆管癌,全身消瘦型
胆管癌,卧床不起
胆管癌,黄疸
胆管癌,脾肿大
胆道运动功能障碍综,胃肠气胀
胆道运动功能障碍综,恶心与呕吐
胆道运动功能障碍综,胆囊的超敏反应
胆道运动功能障碍综,懒胆囊
胆道运动功能障碍综,脸色发黄
单心房,心房内形成混合血
单心房,心音异常
单心房,呼吸异常
单心房,杵状指（趾）
单心房,紫绀
单纯性甲状腺肿,分娩后甲状腺肿大
单纯性甲状腺肿,上腔静脉回流受阻
单纯性甲状腺肿,甲状腺结节
单纯性甲状腺肿,甲状腺肿大
单纯性甲状腺肿,多发性结节
单纯红细胞再障性贫,伏脉
单纯红细胞再障性贫,红细胞寿命缩短
单纯红细胞再障性贫,难治性贫血
单纯红细胞再障性贫,红细胞分布宽度偏低
单纯红细胞再障性贫,血气坏败
丹毒,手掌硬性水肿
丹毒,皮肤发红
丹毒,皮下深部筋膜进行性坏死性感染
丹毒,发热
丹毒,淋巴结肿大
大网膜扭转,腹部肿块
大网膜扭转,腹痛
大网膜扭转,恶心与呕吐
大网膜扭转,发热
大网膜扭转,剧烈疼痛
大疱性类天疱疮,伏脉
大疱性类天疱疮,水泡
大疱性类天疱疮,牙龈痒胀
大疱性类天疱疮,大疱（含脓性液体）
大疱性类天疱疮,囊肿
大疱性鼓膜炎,耳闷    
大疱性鼓膜炎,挖耳出血
大疱性鼓膜炎,听力减退
大疱性鼓膜炎,耳鸣
大疱性鼓膜炎,耳溢液
大泡性角膜病变,滴状角膜
大泡性角膜病变,角膜知觉减少
大泡性角膜病变,角膜树枝状改变
大泡性角膜病变,角膜上皮糜烂
大泡性角膜病变,角膜糜烂
大量羊水吸入,羊水粪染
大量羊水吸入,呼吸困难
大量羊水吸入,新生儿青紫
大量羊水吸入,粉红色泡沫痰
大量羊水吸入,急性呼吸窘迫综合征
大肠梗阻,停止排气
大肠梗阻,结肠梗阻
大肠梗阻,直肠重复畸形
大肠梗阻,血运障碍
大肠梗阻,腹痛
脆弱性骨硬化,骨骼表面向外突出
脆弱性骨硬化,骨斑点
脆弱性骨硬化,软骨发育不良与骨骼畸形
脆弱性骨硬化,石骨症
脆弱性骨硬化,骨代谢减低
慢性溃疡性结肠炎,虚热口臭    
慢性溃疡性结肠炎,肠胀气
慢性溃疡性结肠炎,溃疡外观呈火山口样
慢性溃疡性结肠炎,溃疡外观呈菜花样
慢性溃疡性结肠炎,溃疡分泌物恶臭
小儿急性胆囊炎,突发性右上腹绞痛
小儿急性胆囊炎,黄疸
小儿急性胆囊炎,腹痛
小儿急性胆囊炎,恶心与呕吐
小儿急性胆囊炎,晕厥
原发性非调节性内斜,内斜V征
原发性非调节性内斜,外斜A征
原发性非调节性内斜,斜眼抑制
原发性非调节性内斜,交叉注视
原发性非调节性内斜,眼球偏斜
耵聍栓塞,眩晕
耵聍栓塞,耳鸣
耵聍栓塞,耳痛
耵聍栓塞,耳屎多
耵聍栓塞,耳道堵塞
单纯疱疹病毒性角膜,角膜灼伤刮伤
单纯疱疹病毒性角膜,眼痛
单纯疱疹病毒性角膜,泪溢
单纯疱疹病毒性角膜,发热
单纯疱疹病毒性角膜,红眼
多发梗塞性痴呆,痴呆面容
多发梗塞性痴呆,网眼样痴呆
多发梗塞性痴呆,情感失禁现象
多发梗塞性痴呆,瘫痪
多发梗塞性痴呆,近事遗忘现象
性病性淋巴肉芽肿,环状肉芽肿
性病性淋巴肉芽肿,进行性肉芽性溃疡坏死
性病性淋巴肉芽肿,单发性坚实性结节
性病性淋巴肉芽肿,肉芽肿
性病性淋巴肉芽肿,囊肿
先天性胆道闭锁,炎性细胞浸润
先天性胆道闭锁,胆道闭锁
先天性胆道闭锁,黄疸
先天性胆道闭锁,消瘦
窦性停搏,心音异常
窦性停搏,猝死
窦性停搏,心脏杂音
窦性停搏,呼吸异常
窦性停搏,昏迷
动脉硬化,心音异常
动脉硬化,心脏杂音
动脉硬化,心悸
动脉硬化,硬化
动脉硬化,熊猫眼
多发性硬化,睡眠过度
多发性硬化,下肢动作沉重，高抬足，重落地
多发性硬化,动眼危象
多发性硬化,前庭性共济失调
多发性硬化,深睡眠症
断指再植,指甲夹伤
断指再植,身痛
断指再植,体型异常
断肢再植,幻肢痛
断肢再植,身痛
断肢再植,体型异常
电烧伤,烧伤后口渴
电烧伤,烧伤后恶心与呕吐
电烧伤,颈部烧伤
电烧伤,磷烧伤合并中毒
电烧伤,烧伤后脉搏增速
电击伤,肢端接连出现苍白、发组和潮红反应
电击伤,心脏震颤
电击伤,呼吸异常
电击伤,瞳孔异常
电击伤,昏迷
耳内脑膜脑疝,脑疝
耳内脑膜脑疝,定位体征
耳内脑膜脑疝,脑膜增厚
耳内脑膜脑疝,脑实质的浸润
耳内脑膜脑疝,脑电波的改变
儿童胰腺功能不全并,新生儿中性粒细胞增多
儿童胰腺功能不全并,胰腺功能不足
儿童胰腺功能不全并,粥样泻
儿童胰腺功能不全并,贫血
儿童胰腺功能不全并,恶心与呕吐
腭咽闭合不全,食物返流至鼻腔
腭咽闭合不全,声音嘶哑
腭咽闭合不全,听力减退
腭咽闭合不全,软腭有疤痕
腭咽闭合不全,软腭运动不对称
腭裂,眼睑松弛和上唇增厚
腭裂,软腭有疤痕
腭裂,儿童骨缺损
腭裂,肋骨及胸骨下吸入性凹陷
腭裂,腭部穿孔
恶性纤维组织细胞瘤,组织坏死
恶性纤维组织细胞瘤,纤维结构不良
恶性纤维组织细胞瘤,沉脉
恶性纤维组织细胞瘤,涩脉
恶性纤维组织细胞瘤,病灶
恶性葡萄胎,妊娠期间甲亢
恶性葡萄胎,慢性面容
恶性葡萄胎,死胎
恶性葡萄胎,闭经
恶性葡萄胎,阴道流血
鹅口疮,睡觉流口水
鹅口疮,口腔黏膜脱落
鹅口疮,黏膜白斑
鹅口疮,口涩
鹅口疮,口腔粘膜有形似奶块的斑膜
膈扑动,桶状胸
膈扑动,胸痛
膈扑动,气急
口腔念珠菌病,黏膜白斑
口腔念珠菌病,口腔粘膜有形似奶块的斑膜
口腔念珠菌病,口涩
口腔念珠菌病,睡觉流口水
口腔念珠菌病,口腔黏膜黄豆大小，半透明的无痛小疱
外耳道乳头状瘤,间歇性耳痛
外耳道乳头状瘤,双耳廓缺损
外耳道乳头状瘤,耳溢液
外耳道乳头状瘤,耳痛
外耳道乳头状瘤,听力减退
耳廓软骨膜炎,骨膜炎
耳廓软骨膜炎,增生性骨膜炎
耳廓软骨膜炎,耳廓腹侧面局限性囊肿
耳廓软骨膜炎,菜花耳
耳廓软骨膜炎,耳廓放射性痛
耳源性脑膜炎,晕厥
耳源性脑膜炎,眩晕
耳源性脑膜炎,头痛
耳源性脑膜炎,耳溢液
耳源性脑膜炎,耳痛
耳源性脑脓肿,后脑勺疼
耳源性脑脓肿,颅内压增高
耳源性脑脓肿,眩晕
耳源性脑脓肿,头痛
耳源性脑脓肿,囊肿
耳鼻咽喉创伤,耳道流血    
耳鼻咽喉创伤,耳垂粘连    
耳鼻咽喉创伤,指甲呈扁平形
耳鼻咽喉创伤,鼻裂
耳鼻咽喉创伤,鼻端形态不佳
二尖瓣环钙化,瓣膜小叶增厚
二尖瓣环钙化,肺弃血
二尖瓣环钙化,心尖部第1心音亢进
